,Poem ID,Poem Name,Verse,Vazha,Hewitt,Google,Gemini,Gemini_ru,ChatGPT,ChatGPT_ru,Hewitt - Google,Hewitt - Gemini,Hewitt - Gemini_ru,Hewitt - ChatGPT,Hewitt - ChatGPT_ru
145,9,The Old Song Of Cavaliers,6,სიკვდილს სიცოცხლე აღვუთქვით და პირი – სისხლით ბანასა.,"To death we have promised our lives, To a bathing in blood we have promised our faces.",We gave life to death And the mouth – covered with blood.,We pledged life to death And our mouths - to bloody oaths.,"Chose death over life, and swore by blood, it's clear,",we pledged life to death and our word — bathed in blood.,We swore by our lives in death and stained our lips with blood.,,,,,
146,9,The Old Song Of Cavaliers,7,ცოცხალის თავით ვერ მივცემთ მტერს თავის მიწის ღალასა.,As long as we live we shall not grant To the foe the right to harvest our soil.,We cannot give him alive He betrayed his land to the enemy.,"With our living heads, we won't allow The enemy to betray our land.",No foreigner shall dare to trample our homeland's right.,We will not give the enemy betrayal of our land while alive.,We will not let the enemy betray our land while we live.,,,,,
147,9,The Old Song Of Cavaliers,8,გაჰზდის-ღა კიდევ მშობელი ვაჟკაცებს ჩვენისთანასა?!,Will mothers ever again rear Warriors to be our peers?!,Another parent is raising Brave men with us?!,Will the motherland raise again Heroes like us?!,"Will mother birth again heroes such as we,",Will a mother raise again warriors like us?!,Will a mother ever again raise such brave men as us?!,,,,,
148,9,The Old Song Of Cavaliers,9,"სამშობლოსათვის სიცოცხლეს ისე ვწვავთ, როგორც ჩალასა,","For the motherland our lives We shall consume in flames, like straw;",Life for the motherland We burn like straw,"For the homeland, we burn our lives Like straw,","Ready to burn for homeland like dry stumps, you see?","For the homeland, we burn life like straw,","For the homeland, we sacrifice our lives like straw,",,,,,
149,9,The Old Song Of Cavaliers,10,ვწყდებით გულ-დამშვიდებულნი და თანაც ვმღერით ამასა:,With hearts at peace we perish While singing words like these:,We leave with peace of mind And at the same time we sing this:,We die peacefully And even sing this:,"We die with peace, and our song rings out so clear:",we die with calm hearts and sing this song:,We die with peace in our hearts and sing:,,,,,
150,9,The Old Song Of Cavaliers,11,"„მშობელი მოკვდეს, რა უშავ, შვილები ჰრჩება მამასა,","“If mothers die, it matters not, For sons remain to their fathers —","""If a parent dies, what's wrong, The children leave the father,","""Let the mother die, it doesn't matter, The children remain for the fatherland,","""Let mother die, it matters not, if children stay with her,","“Let the parent die, what of it, the children remain for the father,","""Let the parent die, what of it, the children remain with the father,",,,,,
151,9,The Old Song Of Cavaliers,12,კიდევ ექნება ფრთეები ამ წუთისოფლის ჯარასა.,New wings will sprout upon The army of this earthly existence;,It will still have wings of this world.,There will still be wings For the army of this world.,And wings will grow on the army of our motherland so fair.,they will still have wings in this fleeting world.,They will still have wings in this world.,,,,,
152,9,The Old Song Of Cavaliers,13,"კარგის მამის შვილს, წესია, მტერიც უფრთხება კვალადა:",It is the rule that the son of a good father Will again inspire fear into the foe;,The rule is that the son of the good father The enemy was also afraid.,"A good father's son, it's a rule, The enemy fears his trail:","A good father's son is always feared by the foe,","The children of a good father, by custom, even the enemy fears them;",The son of a good father always frightens the enemy:,,,,,
153,9,The Old Song Of Cavaliers,14,ხვალ და ზეგ ვერვინ გაჰბედავს შინ შემოგვეჭრას ძალადა.,Tomorrow and two days hence none will dare To invade our homes by force.,No one will dare tomorrow and the next day Let force invade our home.,"Tomorrow and the day after, no one will dare To invade our home by force.",Neither tomorrow nor the day after will they dare to strike a blow.,"tomorrow and the day after, no one will dare to invade us with force.","Tomorrow and the day after, no one will dare to invade us by force.",,,,,
154,9,The Old Song Of Cavaliers,15,"ყველას ისა სძლევს, სიცოცხლეს ვინაც არ აგდებს ჩალადა.",All succumb to him who life Does not throw away like straw.,"Everyone is overcome by Jesus, life Who does not throw away the straw.",He who does not value life like straw Conquers all.,"Victory belongs to those who hold life cheap,","He conquers all, who does not treat life like straw.",He who values his life as straw conquers all.,,,,,
155,9,The Old Song Of Cavaliers,16,ცოცხლები არვის დავუთმობთ მშობელი მიწის ღალასა.,"While we breathe, we concede to none The right to harvest our native soil.",We will not give up to anyone alive The parent land of Ghalasa.,We will not let anyone Betray our motherland.,"We won't surrender our homeland alive, nor will we weep.",We will not let anyone betray our motherland.,We will not allow anyone to betray our native land while we live.,,,,,
156,9,The Old Song Of Cavaliers,17,სიკვდილს აღვუთქვით სიცოცხლე და პირი – სისხლით ბანასა.,"To death we have promised our lives, To a bathing in blood we have promised our faces.",Let us call death life And the mouth – covered with blood.,We pledged life to death And our mouths -to bloody oaths.,"We chose death over life, and swore by blood, it's true,",We pledged life to death and our word — bathed in blood.,We swore by our lives in death and stained our lips with blood.,,,,,
157,9,The Old Song Of Cavaliers,18,აბა თუ გაჰზდის მშობელი ვაჟკაცებს ჩვენისთანასა!“,Will mothers ever again rear Warriors to be our peers?!”,"What if the parent raises it? Brave men with us!""","Will the motherland raise again Heroes like us?!""","Will mother birth again heroes such as we, anew?""",Will a mother raise again warriors like us!”,"Will a mother ever again raise such brave men as us?!""",,,,,
158,9,The Old Song Of Cavaliers,19,"სამშობლოს არვის წავართმევთ, ჩვენს ნურვინ შაგვეცილება,","From no-one shall we snatch their homeland, So let none dispute with us over ours,","We will not take away anyone's homeland. Let us not be afraid,","We won't let anyone take our homeland, No one will take it from us,","We won't give up our homeland, no one can tear us apart,","We will not take the homeland from anyone, let no one challenge us,","We will not take someone else's homeland, let no one oppose us,",,,,,
159,9,The Old Song Of Cavaliers,20,"თორემ ისეთს დღეს დავაყრით, მკვდარსაც კი გაეცინება.",Otherwise we shall bring upon them such a day That even the dead will burst out laughing.,"Otherwise, we will throw something like this today. Even the dead will laugh.","Otherwise, we'll wreak such havoc, Even the dead will laugh.",Or else a day will come when even the dead will laugh.,"or we will bring such a day upon them, that even the dead will laugh.","Otherwise, we will create a day that even the dead will laugh at.",,,,,
160,9,The Old Song Of Cavaliers,21,არ მივცემთ სხვასა სამშობლოს ჩვენის ცოცხალის თავითა;,We’ll not give our land to another As long as life remains to us —,We will not give the homeland to someone else with the head of our living;,We won't give our homeland to others With our living heads;,"We won't surrender our homeland to strangers alive,",We will not give our homeland to others while alive;,We will not give our homeland to a foreigner while we live;,,,,,
161,9,The Old Song Of Cavaliers,22,უკან ვერ დაგვახეინებთ მისთვის ნაძღვნევის შხამითა.,You’ll never be able to make us retreat With poison as the gift presented to it.,You can't hold us back With the poison of dedication to him.,You won't make us retreat With the poison of betrayal.,"Nor poison it with the venom of betrayal, as we strive.",we cannot be forced back with the poison of betrayal.,You cannot drive us away with poisonous gifts.,,,,,
162,9,The Old Song Of Cavaliers,23,"მტრისაკე მივიზიდებით, რომ გავწყდეთ, როგორც ლომები.","We shall be drawn towards the foe, That we may burst forth like lions.",I'm drawn to you like an enemy Let us break out like lions.,"We'll lure the enemy, To perish like lions.","Like lions, we'll pounce on the enemy, to fall in the fight,","We move toward the enemy, to perish like lions.",We will go against the enemy to perish like lions.,,,,,
163,9,The Old Song Of Cavaliers,24,"ჩვენს ზურგს ვერ ჰნახავს მეტოქე, რომ გვნახო, მოგეწონები!","Of our backs no opponents will ever have sight — Were you to see us, I trust it meets with your delight!","The enemy cannot see our back. If you see us, you will like it!","The enemy won't see our backs, You'd like it if you saw us!","The enemy won't see our backs, believe me, they'll take flight!","Our enemy will not see our backs, you will like us if you see us!","The enemy will not see our backs, seeing us, they will like it!",,,,,
164,9,The Old Song Of Cavaliers,25,შვილებს საზღაპროდ ექნება ჩვენი ბრძოლა და ომები!,Our children will find the stuff of legend In the battles and wars we wage!,Children will have a reward Our struggle and wars!,Our children will have as tales Our battles and wars!,"Our battles and wars will become legends for our children's ears,",Our battles and wars will be legendary for our children!,Our battles and wars will become tales for our children!,,,,,
165,9,The Old Song Of Cavaliers,26,"არ მივცემთ მტერსა სამშობლოს, გულში დავიცემთ დანასა,",Rather than betray our country to the foe We’ll plunge a knife into our hearts.,We will not give our homeland to the enemy. We will plunge a knife into the heart,"We won't give the enemy our homeland, We'll plunge knives into our hearts,","We won't give up our homeland, even if we pierce ourselves with spears.","We will not give the homeland to the enemy, we will stab ourselves in the heart,","We will not give the homeland to the enemy, we will thrust a dagger into the heart,",,,,,
166,9,The Old Song Of Cavaliers,27,არ მივცემთ უცხო ტომისას თავის მამულის ღალასა.,To none of foreign stock will we grant The right to harvest our native soil.,We will not give it to a foreign tribe Betrayal of his estate.,We won't let a foreign tribe Betray our fatherland.,"We won't give up our native land to foreign hands,",we will not give the betrayal of our homeland to any foreign tribe.,We will not allow foreigners to betray our homeland.,,,,,
167,9,The Old Song Of Cavaliers,28,"ესევ ასწავლონ დედებმა, შვილთ როს ეტყვიან ნანასა!",Let this be the lesson for all mothers When they sing their children a lullaby!,let mothers teach again They will call their children Nanasa!,"Let mothers teach this, When they sing lullabies to their children!",Let mothers teach this lesson when they sing lullabies in all lands.,Let the mothers teach this when they sing lullabies to their children!,So let mothers teach when they sing lullabies to their children!,,,,,
168,9,The Old Song Of Cavaliers,29,გაჰზდის-ღა კიდევ მშობელი ვაჟკაცებს ჩვენისთანასა?,Will mothers ever again rear Warriors to be our peers?!,Another parent is raising Brave men with us?,Will the motherland raise again Heroes like us?,"Will mother birth again heroes such as we, so grand?",Will a mother raise again warriors like us?,Will a mother ever again raise such brave men as us?!,,,,,
169,10,Consciences Song,1,"არ ვიცი საით წავიდე, ვის ვუთხრა ჩემი წვალება,","I know not where to turn, To whom to tell my torment,",I don't know where to go To whom shall I tell my sorrows?,"I don't know where to go, To whom to tell my suffering,","I don't know where to go, who to tell of my torment,","I don't know where to go, to whom to tell my suffering,","I don't know where to go, to whom to tell about my sufferings,",,,,,
170,10,Consciences Song,2,ცეცხლში დამწვარი სვინდისი ნეტავ ვის შაებრალება?!,"Conscience burnt in fire Who will pity, pray?!",Swindis burned in the fire Who would you like to blame?!,A soul burned in fire Whose pity should I seek?!,"A conscience burned by fire, who will pity it?!",who will pity my conscience burned in the fire?!,"Who will pity my conscience, burned in the fire?!",,,,,
171,10,Consciences Song,3,"რა დავაშავე, უფალო, რომ კაცს ამკიდე ბარგადა","Where have I offended, Lord, That you have set me as a cross upon mankind,",what have i done wrong lord To hang a bag on a man,"What have I done, Lord, That you have burdened me with man","What have I done, Lord, to be burdened with man,","What have I done wrong, Lord,  that you burdened me with this load","What have I done, Lord, that you have burdened me with this load,",,,,,
172,10,Consciences Song,4,და დაჟინებით ჩურჩული ჩემი გულს დასდევ ხარკადა.,And my whispers You have laid upon men’s hearts as a tithe?,and whispered insistently Kharkada chases my heart.,And persistently whispered My heart is burdened with tribute.,And his insistent whisper following my heart as a tribute.,and the persistent whisper follows my heart as a toll.,And my persistent whisper follows the heart like a tax.,,,,,
173,10,Consciences Song,5,"კაცი იტანჯვის, ვერ მთავსობს, ცდილობს გამაგდოს ჩქარაო…","Men suffer, cannot bear me, Seek hurriedly to cast me out...","A man suffers, he can't stand me. trying to throw me out quick…","Man suffers, he cannot finish, He tries to get rid of me quickly...","Man suffers, cannot cope, tries to cast me out...","Man suffers, cannot bear it, tries to expel me quickly...","A man suffers, cannot endure, tries to drive me out quickly...",,,,,
174,10,Consciences Song,6,მაგრამ უჩემოდ სახელი ბევრმა კი გაიშავაო.,"But many are those who, neglecting me, Have blackened their reputation.",But without my name Many have blacked out.,But without me the name Many have tarnished it.,"But without me, many have tarnished their name, alas.",But many have tarnished their name even without me.,"But without me, many have been shamed.",,,,,
175,10,Consciences Song,7,"არ დავეხსნები კაცის გულს, ეს მიწყივ ჩემი ვალია,","I shall not leave men’s hearts alone, This is my eternal obligation,",I will not open a man's heart This is my debt to you.,"I will not be removed from the heart of man, This is my eternal duty,","I won't leave the human heart, it's my earthly duty,","I will not release the human heart, this is always my duty,","I will not leave the human heart, it is my eternal duty,",,,,,
176,10,Consciences Song,8,"სუყველას გამოვამჟღავნებ, რაც კაცის გულში ბრალია.",I shall reveal absolutely all The faults residing there.,I will reveal everything which is a fault in a man's heart.,"I will reveal to everyone, What is the fault in the heart of man.",I'll expose to all what guilt lies within.,I will reveal to everyone what guilt lies in the human heart.,I will reveal to all what lies in the hearts of people.,,,,,
177,10,Consciences Song,9,"ერთსა მოხელეს ვესტუმრე, მექრთამეს, ქვეყნის მცრცველსაო,","To one official I paid a visit, A receiver of bribes, a corruptor of the world;","I visited an official I am bribed, the guardian of the country,","I visited an official, A bribe-taker, a devourer of the country,","I visited a government official, a bribe-taker, a plunderer of the country,","I visited an official, a bribe-taker, a plunderer of the country,","I visited an official, a bribe-taker, a robber of the country,",,,,,
178,10,Consciences Song,10,"მითხრა: „სად მოხვალ, მურდალო, არა მცალიან დღესაო!..“","He said to me: “Where do you think you’re coming, foul pest, I’m too busy for you today!...”","I said: ""Where will you come, Murdalo, Not today at all!""","He told me: ""Where are you coming, you scoundrel, I'm not free today!..""","He said to me: ""Go away, wretch, I have no time for you today!""","he said: ""Where are you coming, filthy one, I have no time for you today!""","He said: ""Why have you come, scoundrel, I have no time for you now!..”",,,,,
179,10,Consciences Song,11,"მე ვუპასუხე: „გაჩუმდი, გცხვენოდეს საწყლის ღლეტაო,","I answered thus: “Hold your tongue, You should be ashamed to rob the needy,","I replied, ""Shut up, Shame on you, scumbag","I replied: ""Shut up, You should be ashamed of the poor wretch,","I answered him: ""Be silent, be ashamed, you pitiful thief,","I replied: ""Be quiet, you should be ashamed of exploiting the poor,","I replied: ""Shut up, you should be ashamed of oppressing the poor,",,,,,
180,10,Consciences Song,12,ულუკმაპუროდ გასწირე ოთხის წვრილ-შვილის დედაო!“,With no morsel to eat you sacrificed A mother of four small children!”,"I have blessed you Mother of four small children!""","You left without bread The mother of four small children!""","You've brought to destitution a mother of four small children!""","you have left a mother of four children without a crust of bread!""",You have left a mother of four young children without a crust of bread!”,,,,,
181,10,Consciences Song,13,"ადგა, წამიგდო წიხს ქვეშა, ჩამარტყა ზედი-ზედაო:","He rose and let fly a kick at me, Again and again he beat me:","got up, put me under the well He hit me upside down:","He stood up, kicked me under the feet, He hit me over and over again:","He stood up, kicked me, struck me again and again:","He stood up and kicked me, struck me repeatedly:","He stood up, kicked me, hit me again and again:",,,,,
182,10,Consciences Song,14,"„ჩემთან მაგგვარად საუბარს, შე წუწკო, როგორ ჰბედაო?!“","“You rotten thing, how dare you Speak to me like that?!”","""Talking to me like that, You bitch, how dare you?!""","""To talk to me like that, You dare, you little thing?!""","""How dare you speak to me like that, insect?!""","""How dare you speak to me like that, you wretch?!""","""How dare you speak to me like that, poverty?!""",,,,,
183,10,Consciences Song,15,"რამდენს სხვას ვუთხარ, ვინ მოსთვლის, „როგორ გაჰყიდეთ დედაო!..“",To how many others — who will count? — have I said: “How could you sell your mother?”,"Who will count how many others I tell ""How did you sell it, mother!""","How many others I told, who can count, ""How did you sell your mother!..""","How many others have I told, who can count, ""How could you sell out your mother?!""","I told many others, who can count, ""How did you sell your mother?!""","How many others I have told, who can count, ""How you sold your mother!..”",,,,,
184,10,Consciences Song,16,"სუყველამ წიხლით გამთელა, – მაგას როგორა ჰბედაო?! –",All to a man rained upon me kicks And the words: “How dare you say this?”,"Suam kicked me, How dare you?–","Everyone trampled me with their feet, - How dare you do that?! -",Everyone trampled me with their feet - how dare he?!,"They all kicked me, how could they dare?!","Everyone kicked me, – how dare I speak like that?! –",,,,,
185,10,Consciences Song,17,"გთხოვ, მამაშორო, ქვეყანას შენ უპატრონო, ზეცაო!","I beg you to remove me from the world, You, heavenly Father, who have no overlord.","Please, Father, away from the country You are the owner of the sky!","I beg you, Fatherless, the country You are the owner, heaven!","I pray to You, God, Father of orphans, watch over the land, oh Heaven!","I beg you, take me away from this world, you, the guardian of heaven!","I beg you, deliver me from this world, protect it, heavens!",,,,,
186,11,As Once You Did O Lady As Once You Did,1,"ისევ შენ, ისევ, ქალაო, მომხედე, გამიცინია.","As once you did, o lady, as once you did, Cast me a glance, shew me your laugh.","You again woman Look at me, I laughed.","Again you, again, woman, Look at me, smile at me.","Again you, again, my girl, look at me, smile.","Once again, you, woman, look at me, smile at me.","It’s you again, once more, woman, look at me, smile at me.",,,,,
187,11,As Once You Did O Lady As Once You Did,2,"შენ მაინც ნუ მიღალატებ, მოვკვდები – დამიტირია.","You, at least, do not betray me, I shall die — weep for me then.",you still don't betray me I will die - I cried.,"At least you don't betray me, I will die - mourn for me.","Don't betray me, or I will die - mourn for me.","At least you, don't betray me, if I die – mourn for me.","Do not betray me, when I die – mourn for me.",,,,,
188,11,As Once You Did O Lady As Once You Did,3,"მაღლისა მთისა წვერზედა საფლავი გამითხაროდი,","On top of a lofty mountain Dig for me a grave,",On the top of Magli mountain tell me the grave,"On the top of a high mountain You would dig my grave,","Dig my grave on the top of a high mountain,","On the peak of a high mountain dig my grave,","On the summit of a high mountain, dig me a grave,",,,,,
189,11,As Once You Did O Lady As Once You Did,4,ჩემის სამშობლოს ქვიშანი ხშირ-ხშირად მომაყაროდი.,The sands of my motherland Cast upon me in profusion.,The sand of my homeland You came to me often.,The sand of my homeland You would scatter it often.,Scatter the sand of my homeland upon it frequently.,and frequently cover me with the sands of my homeland.,Often cover me with the sand of my homeland.,,,,,
190,11,As Once You Did O Lady As Once You Did,5,"სოფლისგან დავიწყებულსა შენც დამივიწყებ მალეო,","Already forgotten by the world, You too will soon forget me,",From the village to the forgotten You will forget me soon,"Forgotten by the village You will soon forget me too,","Forgotten by the village, you too will soon forget me,","Forgotten by the village, you too will soon forget me,","Forgotten by the village, you too will soon forget me,",,,,,
191,11,As Once You Did O Lady As Once You Did,6,"მალე იშოვი საქმროსა, უკან გაჰყვები ხვალვეო.","Soon you will find a fiancé, Whom tomorrow you will be marrying.",You will find a groom soon. I will follow you back tomorrow.,"You will soon find a groom, You will follow him tomorrow.","Soon you will find a groom, tomorrow you will leave me.","you'll quickly find a new groom, and follow him tomorrow.","Soon you will find a groom, tomorrow you will go with him.",,,,,
192,11,As Once You Did O Lady As Once You Did,7,ემ კლდეებს მაინც შესტირე დანაბარები ჩემია:,"To these crags, at least, cry out These my last instructions:",At least I hit the rocks Credits are mine:,Weep to those rocks anyway My messages:,Tell these cliffs everything I bequeathed to you:,At least weep for these cliffs as they are my legacy:,But at least cry to these rocks as per my will:,,,,,
193,11,As Once You Did O Lady As Once You Did,8,"იდგნენ გულ-სალნი ამაყად, არ შამაუშვან მტერია!","Let them stand proud, bare of chest, Let them not admit any enemy!",They stood proudly Shamaushvan is not an enemy!,"Let them stand proudly, Don't let the enemy in!","Let them stand proudly, not letting the enemy through to me!","let them stand proud and firm, and not let the enemy intrude!","Let them stand proudly, not letting the enemy through!",,,,,
194,11,As Once You Did O Lady As Once You Did,9,"ნუ დაიწყებენ ჩამოშლას… არწივთ მოზარდონ წიწილნი,","Let them not start to fragment... Let the eagles rear their chicks,",Don't start tearing down… Eagles raise chicks,"Don't let them start to collapse... Let the eagles raise their chicks,","Let them not begin to crumble... Let eagles raise their young,","Let them not start crumbling… Let the young eagles raise their chicks,","Do not start to crumble… Let the eagles raise their chicks,",,,,,
195,11,As Once You Did O Lady As Once You Did,10,"დაჰბრუნონ ჩემსა სამარეს, მალ-მალ მაიღონ ბიბინი;","Let them whirl around my grave, Very soon let them raise their call;",take me back to my house Mal-Mal Maighon Bibin;,"Let them return to my grave, Let them often bring the chicks;","Let them return to my grave, let them often weep for me;","let them return to my grave, often soaring around;","Let them return to my grave, often crying over it;",,,,,
196,11,As Once You Did O Lady As Once You Did,11,"მთებმა ახარონ ყვავილნი, კისრით ატარონ ნისლები,","Let the mountains give joy to the flowers, On their necks let them carry the mists,","let the mountains rejoice with the flowers, carry the mists around their necks,","Let the mountains bloom flowers, Let them carry the fog on their necks,","Let the mountains bloom with flowers, let their necks be adorned with mists,","let the mountains bloom with flowers, wear the clouds around their necks,","Let the mountains delight in flowers, wear clouds around their necks,",,,,,
197,11,As Once You Did O Lady As Once You Did,12,"მკვდარს გულზედ ნამი მანამონ, – ისევ ცოცხალი ვიქნები.","Though I’m dead, let them spread dew upon me, Then shall I be alive as before.","Dew on the heart of the dead man, I will be alive again.","Let them sprinkle dew on my dead heart, - I will be alive again.",Let dew fall on my dead heart - and I will live again.,"let the dew dampen my chest, – and I will still be alive.","Let the dew fall on my dead heart, – I will live again.",,,,,
198,12,Loneliness,1,"აღარ მესტუმრა არწივი, აღარ დამყეფა თავზედა,","The eagle has ceased to visit me, No longer does it bark at me from above my head,",The eagle didn't visit me anymore No more barking at my head,"The eagle no longer visits me, Nor does it perch upon my head,","No longer visit me, eagle, don't perch on my head,","The eagle no longer visits me, no longer circles above me,","The eagle no longer visits me, does not cry out above me,",,,,,
199,12,Loneliness,2,"აღარც რო კარგი მალაღებს, აღარცა ვჯავრობ ავზედა,","Now that a creature of goodness no longer enthuses me, I no longer feel anger at the evil in the world;","Not even a good hider I don't care anymore,","Neither does it bring good tidings, Nor do I rejoice in the meadow.","I no longer rejoice in a good falcon, nor rage at a bad one,","neither does the good delight me, nor do I grieve over the bad,","No longer do I find joy in the good, nor do I grieve the evil,",,,,,
200,12,Loneliness,3,"სულსა მხდის მტერი, ტყავს მაძრობს, ჯალათად მადგა კარზედა.","The foe divests me of my soul and flays my skin, As an executioner he stands at my door.","The enemy destroys my soul, shakes my skin, He stood on the door like a butcher.","The enemy is taking my soul, tearing my skin, He stands like an executioner at my door.","The enemy destroys my soul, tears my skin, stands as an executioner at my door.","the enemy wears down my soul, flays me, stands at my door as an executioner.","The enemy exhausts my soul, strips my skin, stands as an executioner at the door.",,,,,
201,12,Loneliness,4,"არა სჩანს ჩემი არწივი, რო მხარი დამკრას მხარზედა,",My eagle is nowhere to be seen To beat its wings upon my shoulder,"no my eagle seems to support me on the shoulder,","I don't see my eagle, To give me a wing on my shoulder,","My eagle is nowhere to be seen, to support me by the shoulders,","My eagle is nowhere to be seen, to lift me up on its wings,","I do not see my eagle, to support me with its wing,",,,,,
202,12,Loneliness,5,"ავენთო როგორც საკირე, დავიწვა თავის ალზედა,","That I might flare up like a container of lime, That I might burn over my own flame,",wind like a lock I burned my head,"Like a candle, I have burned out, Consumed by my own flame,","I have burned like a candle in my own flame,","to blaze like a beacon, to burn in its own fire,","To flare up like coal, to burn in its own flame,",,,,,
203,12,Loneliness,6,"ან თოფის ჩახმახს მოვზიდო, ხელი დავიდვა ხმალზედა.",Or that I might pull the trigger of my gun Or set my hand upon my sword.,or pull the trigger of the gun I put my hand on the sword.,"Or I would pull the trigger of the gun, And put my hand on the sword.",Whether to cock the gun or grasp the sword's hilt.,"or to pull the trigger of my gun, to put my hand on the sword.","Or to pull the trigger, to grasp the sword.",,,,,
204,12,Loneliness,7,"აღარ ვარგივარ არაფრად, დავჩლუნგებულვარ ძალზედა.","I am no longer any good at anything, Utter cowardice seems to be my lot.",I'm not good for anything anymore I'm very upset.,"I am no longer good for anything, I am greatly weakened.","I am good for nothing, completely weakened.","I am no longer good for anything, I have become very feeble.","I am no longer good for anything, completely weakened.",,,,,
205,12,Loneliness,8,"მოდი, არწივო, სადა ხარ? შორითვე გიცნობ ხმაზედა,","Come back, o eagle, where have you gone? From afar I recognise you by your call.","Come on, eagle, where are you? I know you from afar","Come, eagle, where are you? I recognize you from afar by your voice,","Come, eagle, where are you? I recognize you from afar by your voice,","Come, eagle, where are you? I recognize you from afar by your call,","Come, eagle, where are you? I recognize you by your voice from afar,",,,,,
206,12,Loneliness,9,"შენს მოსვლას როცა კი ვიგრძნობ, გამოვიცვლები წამზედა;","As soon as I sense your approach, That instant shall I change for the better;",when i feel you coming I will change in a second;,"When I feel your arrival, I will change instantly;","As soon as I sense your arrival, I will transform in an instant;","when I feel your arrival, I change instantly;","When I sense your approach, I will change immediately;",,,,,
207,12,Loneliness,10,"მყის ვტოვებ დედამიწასა, გადავსახლდები ცაზედა.","Immediately I’ll leave the earth behind, I’ll take up residence in the sky.",I'm leaving the earth I will move to the sky.,"I will leave the earth in a moment, I will dwell in the sky.","Instantly I will leave the earth, ascend to the heavens.","I immediately leave the earth, I migrate to the sky.","I will leave the earth at once, ascend to the heavens.",,,,,
208,12,Loneliness,11,"ხან ფანდურს შევაჟღარუნებ, ხან დავამღერებ თარზედა.","Sometimes I’ll strum my panduri, Sometimes I’ll sing to the accompaniment of a tari.","Sometimes I'll make a cake pop, Sometimes I will sing Tarzeda.","Sometimes I will play the panduri, Sometimes I will sing on the tar.","I will play the panduri, then sing a song on the tar.","Sometimes I strum the panduri, sometimes I sing to the tar.","Sometimes I play the panduri, sometimes I sing to the tar.",,,,,
209,12,Loneliness,12,"ხან ვტირი, ხანა ვლოცულობ, ხან ბრაზს, შხამს ვანთხევ შხამზედა.","Sometimes I weep, sometimes I pray, Sometimes I pour forth anger and venom upon venom.","Sometimes I cry, sometimes I pray Sometimes anger, I pour poison on top of poison.","Sometimes I cry, sometimes I pray, Sometimes I pour anger, poison on poison.","I will weep, then pray, then rage, spewing venom upon venom.","Sometimes I cry, sometimes I pray, sometimes I vent my anger, my poison.","Sometimes I cry, sometimes I pray, sometimes I spew venom in anger.",,,,,
210,12,Loneliness,13,"როცა არწივი თან მახლავს, მაზის მარჯვენა მხარზედა, –","When the eagle is by me, It sits upon my right shoulder —","when the eagle accompanies me on Maz's right shoulder,","When the eagle accompanies me, On my right shoulder, -","When the eagle is beside me, perched on my right shoulder -","When the eagle is with me, perched on my right shoulder, –","When the eagle is with me, it sits on my right shoulder, –",,,,,
211,12,Loneliness,14,"მეფისა მადგა გვირგვინი, ვზივარ სამეფო ტახტზედა!","The kingly crown rests upon my head, I am seated on the royal throne!",The king's crown I am sitting on the royal throne!,"I am crowned king, I sit on the royal throne!","I become a royal crown, seated on a king's throne!","a king’s crown adorns my head, I sit on the royal throne!","A king’s crown upon my head, I sit on the throne!",,,,,
212,12,Loneliness,15,შეურაცხყოფას ვინ მკადრებს? სალამს მიძღვნიან ცდაზედა.,Who would dare to insult me then? I am offered greeting on the point of battle.,Who can insult me? Salam is dedicated to Zdazeda.,Who dares to insult me? They salute me on the ladder.,Who dares to insult me? They greet me with reverence.,Who dares to insult me? They offer me greetings on bended knee.,Who would dare to insult me? All will greet me with respect.,,,,,
213,12,Loneliness,16,"როცა არწივი წამივა, ჩვარი ვარ, მცირე ჩვარზედა.","When the eagle leaves me, I am a limp rag, less substantial than a rag.","when the eagle leaves I am Chvar, a small Chvarzeda.","When the eagle leaves me, I am a sparrow, a small sparrow.","When the eagle flies away, I am worthless, less than the least.","When the eagle leaves me, I am nothing, less than nothing.","When the eagle flies away, I am a rag, a small rag.",,,,,
214,12,Loneliness,17,"დამმალეთ, ნუ გამომაჩენთ, არ შესცდეთ, დამსვათ ჯარზედა.","Hide me, do not reveal me, Don’t make the mistake of setting me among an army of revellers.","hide me don't show me Don't make a mistake, put me on the bench.","Hide me, don't show me, Don't make a mistake, put me in a jar.","Hide me, don't show me, don't make a mistake, throw me in a dungeon.","Hide me, do not reveal me, do not mistake me, do not place me on the throne.","Hide me, do not show me, do not mistake, do not place me on the throne.",,,,,
215,13,What Created Me A Human Being,1,"რამ შემქმნა ადამიანად? რატომ არ მოვედ წვიმადა,","What created me a human being? Why did I not come as rain,",What made me human? Why didn't I come when it was raining,"What made me human? Why didn't I come as rain,","Why did He create me as a human? Why couldn't I have been rain,","Why was I created as a human? Why didn't I come as rain,","Why was I created as a man? Why didn't I come as rain,",,,,,
216,13,What Created Me A Human Being,2,"რომ ვყოფილიყავ მუდამა ღრუბელთ გულ-მკერდის მძივადა,","That I might forever have been As a bead on the bosom of the clouds,","To be always there A bead of a heart-chest with a cloud,","To be forever A pearl in the heart of a cloud,","To always be among the clouds, a pearl in the sky's chest,","to always be a jewel in the heart of the clouds,","To always be a necklace on the chest of clouds,",,,,,
